"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","Celltype","Regulators","logp","pathway","pathway_new"
"GOBP_MACROAUTOPHAGY","Macroautophagy",-23.4130798820942,7.44541523386224e-07,0.000416541916451647,"11/92","310/17332","7249/23049/65082/7879/5289/51382/7248/57724/9821/51652/60673","TSC2/SMG1/VPS33A/RAB7A/PIK3C3/ATP6V1D/TSC1/EPG5/RB1CC1/CHMP3/ATG101",11,310,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_BJABneg100",3,13,"MHCregulators","neg",3.38034128917271,"Macroautophagy","Macroautophagy"
"GOBP_MACROAUTOPHAGY","Macroautophagy",-26.6746289881638,3.94620480521955e-05,0.00899296228389477,"9/92","310/17332","3064/7249/79876/9146/23376/7879/51510/7248/55737","HTT/TSC2/UBA5/HGS/UFL1/RAB7A/CHMP5/TSC1/VPS35",9,310,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_SUDHL5neg100",3,13,"MHCregulators","neg",2.0460972279955,"Macroautophagy","Macroautophagy"
"GOBP_MACROAUTOPHAGY","Macroautophagy",-6.17055895924984,0.00148396701455747,0.0277111314086837,"7/94","310/17332","3064/27072/55737/29979/3091/5861/23339","HTT/VPS41/VPS35/UBQLN1/HIF1A/RAB1A/VPS39",7,310,"Crossvalidation_MHCregulators_2023_Cell_Chen_100_HLA_ABCneg100",3,13,"MHCregulators","neg",1.557345742189,"Macroautophagy","Macroautophagy"
"GOBP_PROTEIN_METHYLATION","Protein Methylation",-10.9851045717176,7.14737416779938e-07,0.00018309055824434,"9/87","200/17332","4221/23512/79447/84444/10919/2146/8726/10664/9869","MEN1/SUZ12/PAGR1/DOT1L/EHMT2/EZH2/EED/CTCF/SETDB1",9,200,"Crossvalidation_MHCregulators_2019_eLIFE_Pech_100_MHCneg100",3,13,"MHCregulators","neg",3.73733405115494,"Protein Methylation","Protein Methylation"
"GOBP_PROTEIN_METHYLATION","Protein Methylation",-25.6524418410615,0.000685557899762373,0.0468693084137542,"6/92","200/17332","4221/2146/8726/23512/54880/51451","MEN1/EZH2/EED/SUZ12/BCOR/LCMT1",6,200,"Crossvalidation_MHCregulators_2021_Immunity_Dersh_100_SUDHL5neg100",3,13,"MHCregulators","neg",1.32911145472187,"Protein Methylation","Protein Methylation"
"GOBP_PROTEIN_METHYLATION","Protein Methylation",10.6033481238682,7.59812992536414e-05,0.0169666241233381,"7/89","200/17332","4221/2146/22823/23512/8726/84444/7403","MEN1/EZH2/MTF2/SUZ12/EED/DOT1L/KDM6A",7,200,"Crossvalidation_MHCregulators_2023_NatureCellBiology_Sparbier_100_HLA_ABChighneg100",3,13,"MHCregulators","neg",1.77040456136263,"Protein Methylation","Protein Methylation"
"GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","Signal Transduction By P53 Class Mediator",6.3395830777443,0.000335755351437943,0.0229627464266037,"6/94","171/17332","3190/4101/23212/6167/266740/10419","HNRNPK/MAGEA2/RRS1/RPL37/MAGEA2B/PRMT5",6,171,"Crossvalidation_NKcells_2019_eLIFE_Pech_100_K562pos100",2,13,"NKcells","pos",1.63897616999414,"Signal Transduction By P53 Class Mediator","Signal Transduction by P53 Class Mediator"
"GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR","Signal Transduction By P53 Class Mediator",NA,0.00238608400029993,0.0252779029900769,"5/94","171/17332","1859/5366/7994/29035/581","DYRK1A/PMAIP1/KAT6A/C16orf72/BAX",5,171,"Crossvalidation_NKcells_2022_CellReportMedicine_Zhang_100_D10_NKpos100",2,13,"NKcells","pos",1.59725895719396,"Signal Transduction By P53 Class Mediator","Signal Transduction by P53 Class Mediator"
"PID_TELOMERASE_PATHWAY","Telomerase Pathway",8.36424707191091,0.000478886347969345,0.025975456046751,"4/94","67/17332","5928/1736/5883/26277","RBBP4/DKC1/RAD9A/TINF2",4,67,"Crossvalidation_NKcells_2019_eLIFE_Pech_100_K562pos100",2,13,"NKcells","pos",1.58543681886804,"Telomerase Pathway","Telomerase Pathway"
"PID_TELOMERASE_PATHWAY","Telomerase Pathway",NA,0.00575965584678042,0.0428617333873905,"3/94","67/17332","3659/6670/6667","IRF1/SP3/SP1",3,67,"Crossvalidation_NKcells_2022_CellReportMedicine_Zhang_100_D10_NKpos100",2,13,"NKcells","pos",1.36793026947346,"Telomerase Pathway","Telomerase Pathway"
"REACTOME_877300","Interferon Gamma Signaling",-20.117084044015,6.34008468410343e-06,0.0021311741802422,"6/92","86/17332","3717/3716/3460/8651/567/3459","JAK2/JAK1/IFNGR2/SOCS1/B2M/IFNGR1",6,86,"Crossvalidation_NKcells_2019_CellReport_Freeman_100_B16_F10neg100",5,13,"NKcells","neg",2.67138105407429,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",-4.43654927770261,5.22842848652726e-06,0.00348561899101817,"6/89","86/17332","3383/3460/3716/3717/6772/3459","ICAM1/IFNGR2/JAK1/JAK2/STAT1/IFNGR1",6,86,"Crossvalidation_NKcells_2019_eLIFE_Pech_100_K562neg100",5,13,"NKcells","neg",2.45772008685933,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",-5.40865111594041,9.37121586566986e-05,0.00831624012429873,"5/92","86/17332","3133/3107/3659/6772/3716","HLA-E/HLA-C/IRF1/STAT1/JAK1",5,86,"Crossvalidation_NKcells_2021_NatureGenetics_Sheffer_100_HT29neg100",5,13,"NKcells","neg",2.08007297927896,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",-12.5468200528815,2.65063620112053e-07,6.8062447342106e-05,"7/88","86/17332","3133/3717/3459/3460/81603/567/6772","HLA-E/JAK2/IFNGR1/IFNGR2/TRIM8/B2M/STAT1",7,86,"Crossvalidation_NKcells_2021_NatureGenetics_Sheffer_100_SW620neg100",5,13,"NKcells","neg",4.16709243890076,"Interferon Gamma Signaling","IFNg Signaling"
"REACTOME_877300","Interferon Gamma Signaling",-2.99884379302606,7.63637002904359e-06,0.000787977932371935,"6/95","86/17332","3107/3133/567/3106/3460/10379","HLA-C/HLA-E/B2M/HLA-B/IFNGR2/IRF9",6,86,"Crossvalidation_NKcells_2024_CELL_Li_100_COLO205_NKneg100",5,13,"NKcells","neg",3.10348594492579,"Interferon Gamma Signaling","IFNg Signaling"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN","Antigen Processing And Presentation Of Endogenous Peptide Antigen",-8.23363936124493,4.13975352766053e-08,3.38217863209866e-05,"5/92","19/17332","6890/3133/6891/6892/3107","TAP1/HLA-E/TAP2/TAPBP/HLA-C",5,19,"Crossvalidation_NKcells_2021_NatureGenetics_Sheffer_100_HT29neg100",3,13,"NKcells","neg",4.47080345856973,"Antigen Processing And Presentation Of Endogenous Peptide Antigen","Antigen Processing and Presentation"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN","Antigen Processing And Presentation Of Endogenous Peptide Antigen",-8.88897023401796,3.70763777630505e-10,2.85611696701366e-07,"6/88","19/17332","3133/6890/6891/6892/51752/567","HLA-E/TAP1/TAP2/TAPBP/ERAP1/B2M",6,19,"Crossvalidation_NKcells_2021_NatureGenetics_Sheffer_100_SW620neg100",3,13,"NKcells","neg",6.54422401080048,"Antigen Processing And Presentation Of Endogenous Peptide Antigen","Antigen Processing and Presentation"
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN","Antigen Processing And Presentation Of Endogenous Peptide Antigen",-4.97510814890645,5.66888060445544e-12,2.33983046948898e-09,"7/95","19/17332","3107/3133/6892/6890/567/3106/6891","HLA-C/HLA-E/TAPBP/TAP1/B2M/HLA-B/TAP2",7,19,"Crossvalidation_NKcells_2024_CELL_Li_100_COLO205_NKneg100",3,13,"NKcells","neg",8.63081560790295,"Antigen Processing And Presentation Of Endogenous Peptide Antigen","Antigen Processing and Presentation"
"GOBP_MYELOID_CELL_HOMEOSTASIS","Myeloid Cell Homeostasis",2.04196478428957,2.03271308362582e-07,8.89921788011385e-05,"9/93","161/17332","3148/10018/8861/3146/581/578/6688/51621/23774","HMGB2/BCL2L11/LDB1/HMGB1/BAX/BAK1/SPI1/KLF13/BRD1",9,161,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophagepos100",1,1,"Macrophages","pos",4.05064816024009,"Myeloid Cell Homeostasis","Myeloid Cell Homeostasis"
"PID_REG_GR_PATHWAY","Reg Gr Pathway",1.90290682661279,5.11490229042991e-06,0.000779070467242171,"6/93","82/17332","6599/581/6601/6597/1387/6688","SMARCC1/BAX/SMARCC2/SMARCA4/CREBBP/SPI1",6,82,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophagepos100",1,1,"Macrophages","pos",3.1084232584374,"Reg Gr Pathway","REG GR Pathway"
"REACTOME_9013407","Rhoh Gtpase Cycle",1.41601769268017,4.98635963881668e-05,0.00456692523390036,"4/93","38/17332","399/396/397/3932","RHOH/ARHGDIA/ARHGDIB/LCK",4,38,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophagepos100",1,1,"Macrophages","pos",2.34037609826169,"Rhoh Gtpase Cycle","RHOH GTPase Cycle"
"GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION","Positive Regulation Of Dephosphorylation",-1.44451115537587,0.000334230603293456,0.0167338122048923,"4/94","61/17332","5788/121665/5580/55626","PTPRC/SPPL3/PRKCD/AMBRA1",4,61,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophageneg100",1,1,"Macrophages","neg",1.77640510919019,"Positive Regulation Of Dephosphorylation","Positive Regulation of Dephosphorylation"
"REACTOME_4085001","Sialic Acid Metabolism",-5.66127581322358,8.87040393226894e-07,7.68654617669305e-05,"5/94","33/17332","10020/55907/54187/10559/6480","GNE/CMAS/NANS/SLC35A1/ST6GAL1",5,33,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophageneg100",1,1,"Macrophages","neg",4.1142687594636,"Sialic Acid Metabolism","Sialic Acid Metabolism"
"REACTOME_611105","Respiratory Electron Transport",-4.38088386499254,2.01910431753566e-15,1.13726050685196e-12,"13/94","91/17332","51204/4726/4715/285521/4728/4724/4694/54539/374291/6834/4723/4711/4717","TACO1/NDUFS6/NDUFB9/COX18/NDUFS8/NDUFS4/NDUFA1/NDUFB11/NDUFS7/SURF1/NDUFV1/NDUFB5/NDUFC1",13,91,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophageneg100",1,1,"Macrophages","neg",11.9441400421465,"Respiratory Electron Transport","Respiratory Electron Transport"
"REACTOME_6787450","Trna Modification In The Mitochondrion",-1.88964034133975,1.26744647102059e-05,0.00101984174971764,"3/94","9/17332","25821/55687/84705","MTO1/TRMU/GTPBP3",3,9,"Crossvalidation_Macrophages_2021_Nature_Kamber_100_Ramos_macrophageneg100",1,1,"Macrophages","neg",2.99146721309726,"Trna Modification In The Mitochondrion","tRNA Modification in the Mitochondrion"
"BIOCARTA_IFNA_PATHWAY","Ifna Pathway",2.44861731704467,3.72931087332658e-10,8.84965470240397e-07,"5/88","9/17332","10379/6773/3716/6772/3454","IRF9/STAT2/JAK1/STAT1/IFNAR1",5,9,"Crossvalidation_GammadeltaTcells_2023_Nature_Mamedov_100_Daudi_Gammadeltapos100",1,1,"GammadeltaTcells","pos",6.0530736743605,"Ifna Pathway","IFNa Pathway"
"GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS","Cellular Amino Acid Metabolic Process",-21.858233442108,4.54279028410301e-06,0.000746531870020929,"10/97","286/17332","54938/2356/2618/7407/92935/10667/51540/25973/57505/3035","SARS2/FPGS/GART/VARS1/MARS2/FARS2/SCLY/PARS2/AARS2/HARS1",10,286,"Crossvalidation_GammadeltaTcells_2023_Nature_Mamedov_100_Daudi_Gammadeltaneg100",1,1,"GammadeltaTcells","neg",3.12695164717702,"Cellular Amino Acid Metabolic Process","Cellular Amino Acid Metabolic Process"
"GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER","Transcription Initiation From Rna Polymerase Iii Promoter",-12.5446475603339,6.34270808352116e-08,2.77414899819176e-05,"4/97","8/17332","2972/9328/27297/171568","BRF1/GTF3C5/CRCP/POLR3H",4,8,"Crossvalidation_GammadeltaTcells_2023_Nature_Mamedov_100_Daudi_Gammadeltaneg100",1,1,"GammadeltaTcells","neg",4.55687021689117,"Transcription Initiation From Rna Polymerase Iii Promoter","Transcription Initiation from Pol III Promoter"
