"Name_pos","Score_pos","Rank_pos","HumanGene","hommel_p_pos","fdr_pos","mean_score_pos","sd_score_pos","n_screens_pos","Name_neg","Score_neg","Rank_neg","hommel_p_neg","fdr_neg","mean_score_neg","sd_score_neg","n_screens_neg","Direction","cell_type","Score","P_value","Category","Regulation"
"ATXN1L",0.566303550853671,10813,"ATXN1L",1,1,-0.132561671816896,NA,1,"ATXN1L",0.849429140043993,16219,1,1,-0.698842507725344,NA,1,"NS","Macrophages",-0.41570208977112,0.05,"Macrophage","Macrophage"
"ITGB1BP1",0.5663559233267,10814,"ITGB1BP1",1,1,-0.132666422248992,NA,1,"ITGB1BP1",0.0759400858908558,1450,0.657671,1,0.848216623893574,NA,1,"NS","Macrophages",0.357775100822291,0.05,"Macrophage","Macrophage"
"ZIC2",0.566408295799728,10815,"ZIC2",1,1,-0.132771172681087,NA,1,"ZIC2",0.514716664920918,9828,0.986338,1,-0.0293824962027969,NA,1,"NS","Macrophages",-0.0810768344419421,0.05,"Macrophage","Macrophage"
"OR6A2",0.566460668272756,10816,"OR6A2",1,1,-0.132875923113183,NA,1,"OR6A2",0.823242903529905,15719,1,1,-0.646467291677578,NA,1,"NS","Macrophages",-0.389671607395381,0.05,"Macrophage","Macrophage"
"SNRPD2",0.566513040745784,10817,"SNRPD2",1,1,-0.132980673545278,NA,1,"SNRPD2",0.278045459306588,5309,0.92866,1,0.443984706436914,NA,1,"NS","Macrophages",0.155502016445818,0.05,"Macrophage","Macrophage"
"LDAF1",0.566565413218812,10818,"LDAF1",1,1,-0.133085423977374,NA,1,"LDAF1",0.599298208861422,11443,NA,NA,-0.198554444037082,NA,1,"NS","Macrophages",-0.165819934007228,0.05,"Macrophage","Macrophage"
"ANKIB1",0.56661778569184,10819,"ANKIB1",1,1,-0.133190174409469,NA,1,"ANKIB1",0.133287943856709,2545,0.806687,1,0.733514900748966,NA,1,"NS","Macrophages",0.300162363169748,0.05,"Macrophage","Macrophage"
"PCDHGA6",0.566670158164869,10820,"PCDHGA6",1,1,-0.133294924841565,NA,1,"PCDHGA6",0.327746936210328,6258,0.92866,1,0.344576546378254,NA,1,"NS","Macrophages",0.105640810768344,0.05,"Macrophage","Macrophage"
"INSIG2",0.566722530637897,10821,"INSIG2",1,1,-0.133399675273661,NA,1,"INSIG2",0.756206138053839,14439,1,1,-0.512386738595297,NA,1,"NS","Macrophages",-0.322893206934479,0.05,"Macrophage","Macrophage"
"GLE1",0.566774903110925,10822,"GLE1",1,1,-0.133504425705756,NA,1,"GLE1",0.60280716455431,11510,0.993064,1,-0.205572722987482,NA,1,"NS","Macrophages",-0.169538574346619,0.05,"Macrophage","Macrophage"
"CLEC14A",0.566827275583953,10823,"CLEC14A",1,1,-0.133609176137852,NA,1,"CLEC14A",0.703309940295381,13429,1,1,-0.406588802178809,NA,1,"NS","Macrophages",-0.27009898915833,0.05,"Macrophage","Macrophage"
"MIGA2",0.566879648056981,10824,"MIGA2",1,1,-0.133713926569947,NA,1,"MIGA2",0.641981774379386,12258,NA,NA,-0.283926046194941,NA,1,"NS","Macrophages",-0.208819986382444,0.05,"Macrophage","Macrophage"
"RSPH6A",0.56693202053001,10825,"RSPH6A",1,1,-0.133818677002043,NA,1,"RSPH6A",0.036503613700639,697,0.37077,1,0.927093699261509,NA,1,"NS","Macrophages",0.396637511129733,0.05,"Macrophage","Macrophage"
"PIGB",0.566984393003038,10826,"PIGB",1,1,-0.133923427434138,NA,1,"PIGB",0.861789043678643,16455,1,1,-0.72356360969989,NA,1,"NS","Macrophages",-0.428743518567014,0.05,"Macrophage","Macrophage"
"HDGFL2",0.567036765476066,10827,"HDGFL2",1,1,-0.134028177866234,NA,1,"HDGFL2",0.211113438776579,4031,NA,NA,0.577855758655004,NA,1,"NS","Macrophages",0.221913790394385,0.05,"Macrophage","Macrophage"
"HNRNPH2",0.567089137949094,10828,"HNRNPH2",1,1,-0.134132928298329,NA,1,"HNRNPH2",0.851943018749345,16267,1,1,-0.70387052846593,NA,1,"NS","Macrophages",-0.41900172838213,0.05,"Macrophage","Macrophage"
"REEP1",0.567141510422122,10829,"REEP1",1,1,-0.134237678730425,NA,1,"REEP1",0.502618623651409,9597,0.986338,1,-0.00518514638872891,NA,1,"NS","Macrophages",-0.0697114125595768,0.05,"Macrophage","Macrophage"
"GDF11",0.56719388289515,10830,"GDF11",1,1,-0.13434242916252,NA,1,"GDF11",0.100921755525296,1927,0.745215,1,0.798250667784005,NA,1,"NS","Macrophages",0.331954119310742,0.05,"Macrophage","Macrophage"
"ENO2",0.567246255368179,10831,"ENO2",1,1,-0.134447179594616,NA,1,"ENO2",0.718236095108411,13714,1,1,-0.436442675326036,NA,1,"NS","Macrophages",-0.285444927460326,0.05,"Macrophage","Macrophage"
"APBA1",0.567298627841207,10832,"APBA1",1,1,-0.134551930026711,NA,1,"APBA1",0.390227296532942,7451,0.979875,1,0.219609280888284,NA,1,"NS","Macrophages",0.0425286754307862,0.05,"Macrophage","Macrophage"
"PARP15",0.567351000314235,10833,"PARP15",1,1,-0.134656680458807,NA,1,"PARP15",0.524457944904158,10014,0.986692,1,-0.0488660765725659,NA,1,"NS","Macrophages",-0.0917613785156864,0.05,"Macrophage","Macrophage"
"OR5I1",0.567403372787263,10834,"OR5I1",1,1,-0.134761430890902,NA,1,"OR5I1",0.603069026919451,11515,0.993064,1,-0.20609647514796,NA,1,"NS","Macrophages",-0.170428953019431,0.05,"Macrophage","Macrophage"
"FUS",0.567455745260291,10835,"FUS",1,1,-0.134866181322998,NA,1,"FUS",0.716717293390594,13685,1,1,-0.433404912795265,NA,1,"NS","Macrophages",-0.284135547059132,0.05,"Macrophage","Macrophage"
"USP21",0.567508117733319,10836,"USP21",1,1,-0.134970931755094,NA,1,"USP21",0.40321566984393,7699,0.980124,1,0.193631173728592,NA,1,"NS","Macrophages",0.029330120986749,0.05,"Macrophage","Macrophage"
"DENND6A",0.567560490206348,10837,"DENND6A",1,1,-0.135075682187189,NA,1,"DENND6A",0.428982926573793,8191,0.984894,1,0.14209396113759,NA,1,"NS","Macrophages",0.00350913947520032,0.05,"Macrophage","Macrophage"
"APLP1",0.567612862679376,10838,"APLP1",1,1,-0.135180432619284,NA,1,"APLP1",0.185712789357913,3546,0.864062,1,0.628659718221338,NA,1,"NS","Macrophages",0.246739642801027,0.05,"Macrophage","Macrophage"
"MCHR1",0.567665235152404,10839,"MCHR1",1,1,-0.13528518305138,NA,1,"MCHR1",0.768985021472714,14683,1,1,-0.537945844026607,NA,1,"NS","Macrophages",-0.336615513538993,0.05,"Macrophage","Macrophage"
"TARM1",0.567717607625432,10840,"TARM1",1,1,-0.135389933483476,NA,1,"TARM1",0.756415627945952,14443,1,1,-0.512805740323679,NA,1,"NS","Macrophages",-0.324097836903577,0.05,"Macrophage","Macrophage"
"SCTR",0.56776998009846,10841,"SCTR",1,1,-0.135494683915571,NA,1,"SCTR",0.743898606892217,14204,1,1,-0.487770387052847,NA,1,"NS","Macrophages",-0.311632535484209,0.05,"Macrophage","Macrophage"
"DUSP13B",0.567822352571488,10842,"DUSP13B",1,1,-0.135599434347667,NA,1,"DUSP13B",0.863360217869488,16485,NA,NA,-0.726706122662756,NA,1,"NS","Macrophages",-0.431152778505211,0.05,"Macrophage","Macrophage"
"STK31",0.567874725044517,10843,"STK31",1,1,-0.135704184779762,NA,1,"STK31",0.392845920184351,7501,0.980124,1,0.214371759283507,NA,1,"NS","Macrophages",0.0393337872518724,0.05,"Macrophage","Macrophage"
"TAFA5",0.567927097517545,10844,"TAFA5",1,1,-0.135808935211858,NA,1,"TAFA5",0.548287420131979,10469,NA,NA,-0.0965275231760332,NA,1,"NS","Macrophages",-0.116168229193945,0.05,"Macrophage","Macrophage"
"UQCC6",0.567979469990573,10845,"UQCC6",1,1,-0.135913685643953,NA,1,"UQCC6",0.0585524248455012,1118,NA,NA,0.88299376734929,NA,1,"NS","Macrophages",0.373540040852669,0.05,"Macrophage","Macrophage"
"PSD",0.568031842463601,10846,"PSD",1,1,-0.136018436076049,NA,1,"PSD",0.608358646695297,11616,0.993415,1,-0.216676268789609,NA,1,"NS","Macrophages",-0.176347352432829,0.05,"Macrophage","Macrophage"
"HIGD1B",0.568084214936629,10847,"HIGD1B",1,1,-0.136123186508144,NA,1,"HIGD1B",0.504661150099508,9636,0.986338,1,-0.00927041324045463,NA,1,"NS","Macrophages",-0.0726967998742994,0.05,"Macrophage","Macrophage"
"TRIM21",0.568136587409657,10848,"TRIM21",1,1,-0.13622793694024,NA,1,"TRIM21",0.796480569812507,15208,1,1,-0.592939820876761,NA,1,"NS","Macrophages",-0.3645838789085,0.05,"Macrophage","Macrophage"
"YWHAE",0.568188959882686,10849,"YWHAE",1,1,-0.136332687372335,NA,1,"YWHAE",0.0259243741489473,495,0.280364,1,0.948253286544807,NA,1,"NS","Macrophages",0.405960299586236,0.05,"Macrophage","Macrophage"
"MOXD1",0.568241332355714,10850,"MOXD1",1,1,-0.136437437804431,NA,1,"MOXD1",0.197496595789253,3771,0.869693,1,0.605090870999843,NA,1,"NS","Macrophages",0.234326716597706,0.05,"Macrophage","Macrophage"
"TBC1D3B",0.568293704828742,10851,"TBC1D3B",1,1,-0.136542188236527,NA,1,"TBC1D3B",0.587462029957055,11217,0.989808,1,-0.174880846383491,NA,1,"NS","Macrophages",-0.155711517310009,0.05,"Macrophage","Macrophage"
"FAM110A",0.56834607730177,10852,"FAM110A",1,1,-0.136646938668622,NA,1,"FAM110A",0.306955064418142,5861,0.943639,1,0.38616246792018,NA,1,"NS","Macrophages",0.124757764625779,0.05,"Macrophage","Macrophage"
"HELLS",0.568398449774798,10853,"HELLS",1,1,-0.136751689100717,NA,1,"HELLS",0.388708494815125,7422,0.979875,1,0.222647043419054,NA,1,"NS","Macrophages",0.0429476771591683,0.05,"Macrophage","Macrophage"
"SMCHD1",0.568450822247827,10854,"SMCHD1",1,1,-0.136856439532813,NA,1,"SMCHD1",0.862469885828009,16468,1,1,-0.724925365317132,NA,1,"NS","Macrophages",-0.430890902424973,0.05,"Macrophage","Macrophage"
"LINC01553",0.568503194720855,10855,"LINC01553",1,1,-0.136961189964909,NA,1,"LINC01553",0.50544673719493,9651,NA,NA,-0.0108416697218876,NA,1,"NS","Macrophages",-0.0739014298433981,0.05,"Macrophage","Macrophage"
"TSEN15",0.568555567193883,10856,"TSEN15",1,1,-0.137065940397004,NA,1,"TSEN15",0.424950246150623,8114,0.984464,1,0.150159744408946,NA,1,"NS","Macrophages",0.0065469020059708,0.05,"Macrophage","Macrophage"
"COA1",0.568607939666911,10857,"COA1",1,1,-0.1371706908291,NA,1,"COA1",0.748769246883838,14297,1,1,-0.497512177237731,NA,1,"NS","Macrophages",-0.317341434033415,0.05,"Macrophage","Macrophage"
"RTP4",0.568660312139939,10858,"RTP4",1,1,-0.137275441261195,NA,1,"RTP4",0.492458363883943,9403,0.986338,1,0.0151364374378045,NA,1,"NS","Macrophages",-0.0610695019116954,0.05,"Macrophage","Macrophage"
"SNX22",0.568712684612967,10859,"SNX22",1,1,-0.137380191693291,NA,1,"SNX22",0.612757934429664,11700,0.99545,1,-0.225475305085634,NA,1,"NS","Macrophages",-0.181427748389462,0.05,"Macrophage","Macrophage"
"CTSC",0.568765057085996,10860,"CTSC",1,1,-0.137484942125386,NA,1,"CTSC",0.535508536713104,10225,0.989808,1,-0.0709684177447232,NA,1,"NS","Macrophages",-0.104226679935055,0.05,"Macrophage","Macrophage"
"VAMP8",0.568817429559024,10861,"VAMP8",1,1,-0.137589692557482,NA,1,"VAMP8",0.180999266785378,3456,0.864062,1,0.638087257109936,NA,1,"NS","Macrophages",0.250248782276227,0.05,"Macrophage","Macrophage"
"PCMTD2",0.568869802032052,10862,"PCMTD2",1,1,-0.137694442989577,NA,1,"PCMTD2",0.291976537132083,5575,0.931227,1,0.416121091499502,NA,1,"NS","Macrophages",0.139213324254963,0.05,"Macrophage","Macrophage"
"NDUFA2",0.56892217450508,10863,"NDUFA2",1,1,-0.137799193421673,NA,1,"NDUFA2",0.0696553891274746,1330,0.615664,1,0.860786675745037,NA,1,"NS","Macrophages",0.361493741161682,0.05,"Macrophage","Macrophage"
"DAPK2",0.568974546978108,10864,"DAPK2",1,1,-0.137903943853768,NA,1,"DAPK2",0.692730700743689,13227,1,1,-0.385429214895511,NA,1,"NS","Macrophages",-0.26166657937464,0.05,"Macrophage","Macrophage"
"MZT2A",0.569026919451136,10865,"MZT2A",1,1,-0.138008694285864,NA,1,"MZT2A",0.717293390593904,13696,1,1,-0.434557167548316,NA,1,"NS","Macrophages",-0.28628293091709,0.05,"Macrophage","Macrophage"
"MAFG",0.569079291924165,10866,"MAFG",1,1,-0.13811344471796,NA,1,"MAFG",0.370116266890123,7067,0.974531,1,0.259833446812968,NA,1,"NS","Macrophages",0.0608600010475043,0.05,"Macrophage","Macrophage"
"PAIP2B",0.569131664397193,10867,"PAIP2B",1,1,-0.138218195150055,NA,1,"PAIP2B",0.416623022939143,7955,0.984535,1,0.166815063112135,NA,1,"NS","Macrophages",0.0142984339810402,0.05,"Macrophage","Macrophage"
"ITGAM",0.569184036870221,10868,"ITGAM",1,1,-0.138322945582151,NA,1,"ITGAM",0.270399078244475,5163,0.926734,1,0.459278269522862,NA,1,"NS","Macrophages",0.160477661970356,0.05,"Macrophage","Macrophage"
"ACTA1",0.569236409343249,10869,"ACTA1",1,1,-0.138427696014246,NA,1,"ACTA1",0.681418246569603,13011,1,1,-0.362803121562876,NA,1,"NS","Macrophages",-0.250615408788561,0.05,"Macrophage","Macrophage"
"CEP135",0.569288781816277,10870,"CEP135",1,1,-0.138532446446342,NA,1,"CEP135",0.769927725987221,14701,1,1,-0.539831351804326,NA,1,"NS","Macrophages",-0.339181899125334,0.05,"Macrophage","Macrophage"
"ZC3H13",0.569341154289306,10871,"ZC3H13",1,1,-0.138637196878437,NA,1,"ZC3H13",0.180894521839321,3454,0.861226,1,0.638296757974127,NA,1,"NS","Macrophages",0.249829780547845,0.05,"Macrophage","Macrophage"
"FOXH1",0.569393526762334,10872,"FOXH1",1,1,-0.138741947310533,NA,1,"FOXH1",0.835655179637583,15956,1,1,-0.671293144084219,NA,1,"NS","Macrophages",-0.405017545697376,0.05,"Macrophage","Macrophage"
"SENP6",0.569445899235362,10873,"SENP6",1,1,-0.138846697742628,NA,1,"SENP6",0.868545092699277,16584,1,1,-0.737076415440214,NA,1,"NS","Macrophages",-0.437961556591421,0.05,"Macrophage","Macrophage"
"ENO3",0.56949827170839,10874,"ENO3",1,1,-0.138951448174724,NA,1,"ENO3",0.988163821095632,18868,1,1,-0.97632640234641,NA,1,"NS","Macrophages",-0.557638925260567,0.05,"Macrophage","Macrophage"
"MLIP",0.569550644181418,10875,"MLIP",1,1,-0.139056198606819,NA,1,"MLIP",0.862208023462868,16463,1,1,-0.724401613156654,NA,1,"NS","Macrophages",-0.431728905881737,0.05,"Macrophage","Macrophage"
"JCAD",0.569603016654446,10876,"JCAD",1,1,-0.139160949038915,NA,1,"JCAD",0.559861736671206,10690,NA,NA,-0.119677368669146,NA,1,"NS","Macrophages",-0.12941915885403,0.05,"Macrophage","Macrophage"
"GNA15",0.569655389127475,10877,"GNA15",1,1,-0.13926569947101,NA,1,"GNA15",0.312349429140044,5964,0.946053,1,0.37537317341434,NA,1,"NS","Macrophages",0.118053736971665,0.05,"Macrophage","Macrophage"
"TJP1",0.569707761600503,10878,"TJP1",1,1,-0.139370449903106,NA,1,"TJP1",0.8219335917042,15694,1,1,-0.64384853087519,NA,1,"NS","Macrophages",-0.391609490389148,0.05,"Macrophage","Macrophage"
"DIPK1C",0.569760134073531,10879,"DIPK1C",1,1,-0.139475200335201,NA,1,"DIPK1C",0.913061694773227,17434,NA,NA,-0.826114282721416,NA,1,"NS","Macrophages",-0.482794741528309,0.05,"Macrophage","Macrophage"
"TTC5",0.569812506546559,10880,"TTC5",1,1,-0.139579950767297,NA,1,"TTC5",0.529957054572117,10119,0.989808,1,-0.0598648719425967,NA,1,"NS","Macrophages",-0.0997224113549469,0.05,"Macrophage","Macrophage"
"CEP164",0.569864879019587,10881,"CEP164",1,1,-0.139684701199392,NA,1,"CEP164",0.199067769980098,3801,0.883941,1,0.601948358036977,NA,1,"NS","Macrophages",0.231131828418792,0.05,"Macrophage","Macrophage"
"TAFA2",0.569917251492616,10882,"TAFA2",1,1,-0.139789451631488,NA,1,"TAFA2",0.220907091232848,4218,NA,NA,0.55826742785314,NA,1,"NS","Macrophages",0.209238988110826,0.05,"Macrophage","Macrophage"
"IDH3G",0.569969623965644,10883,"IDH3G",1,1,-0.139894202063584,NA,1,"IDH3G",0.502094898921127,9587,0.986338,1,-0.00413764206777345,NA,1,"NS","Macrophages",-0.0720159220656785,0.05,"Macrophage","Macrophage"
"WDR19",0.570021996438672,10884,"WDR19",1,1,-0.139998952495679,NA,1,"WDR19",0.829475227820258,15838,1,1,-0.658932593096947,NA,1,"NS","Macrophages",-0.399465772796313,0.05,"Macrophage","Macrophage"
"UBXN10",0.5700743689117,10885,"UBXN10",1,1,-0.140103702927775,NA,1,"UBXN10",0.640567717607625,12231,1,1,-0.281097784528361,NA,1,"NS","Macrophages",-0.210600743728068,0.05,"Macrophage","Macrophage"
"RIMBP2",0.570126741384728,10886,"RIMBP2",1,1,-0.14020845335987,NA,1,"RIMBP2",0.598303131873887,11424,0.992613,1,-0.196564185827267,NA,1,"NS","Macrophages",-0.168386319593568,0.05,"Macrophage","Macrophage"
"SLC9A1",0.570179113857756,10887,"SLC9A1",1,1,-0.140313203791966,NA,1,"SLC9A1",0.558081072588248,10656,0.989808,1,-0.116115853977898,NA,1,"NS","Macrophages",-0.128214528884932,0.05,"Macrophage","Macrophage"
"PTP4A1",0.570231486330785,10888,"PTP4A1",1,1,-0.140417954224061,NA,1,"PTP4A1",0.105635278097832,2017,0.753214,1,0.788823128895407,NA,1,"NS","Macrophages",0.324202587335673,0.05,"Macrophage","Macrophage"
"MAT1A",0.570283858803813,10889,"MAT1A",1,1,-0.140522704656157,NA,1,"MAT1A",0.111239132711847,2124,0.767721,1,0.777614832661185,NA,1,"NS","Macrophages",0.318546064002514,0.05,"Macrophage","Macrophage"
"INF2",0.570336231276841,10890,"INF2",1,1,-0.140627455088252,NA,1,"INF2",0.304860165497015,5821,0.942401,1,0.390352485204001,NA,1,"NS","Macrophages",0.124862515057875,0.05,"Macrophage","Macrophage"
"SLC25A24",0.570388603749869,10891,"SLC25A24",1,1,-0.140732205520348,NA,1,"SLC25A24",0.8825285429978,16851,1,1,-0.765044780809721,NA,1,"NS","Macrophages",-0.452888493165034,0.05,"Macrophage","Macrophage"
"C1orf220",0.570440976222897,10892,"C1orf220",1,1,-0.140836955952443,NA,1,"C1orf220",0.509008065360846,9719,0.986338,1,-0.0179646991043838,NA,1,"NS","Macrophages",-0.0794008275284136,0.05,"Macrophage","Macrophage"
"HELT",0.570493348695925,10893,"HELT",1,1,-0.140941706384539,NA,1,"HELT",0.400544673719493,7648,0.980124,1,0.198973445765464,NA,1,"NS","Macrophages",0.0290158696904625,0.05,"Macrophage","Macrophage"
"ZDHHC23",0.570545721168954,10894,"ZDHHC23",1,1,-0.141046456816634,NA,1,"ZDHHC23",0.257148842568346,4910,0.920032,1,0.485780128843031,NA,1,"NS","Macrophages",0.172366836013199,0.05,"Macrophage","Macrophage"
"B3GALT5-AS1",0.570598093641982,10895,"B3GALT5-AS1",1,1,-0.14115120724873,NA,1,"B3GALT5-AS1",0.239918298942076,4581,NA,NA,0.520243021002462,NA,1,"NS","Macrophages",0.189545906876866,0.05,"Macrophage","Macrophage"
"COX6B1",0.57065046611501,10896,"COX6B1",1,1,-0.141255957680825,NA,1,"COX6B1",0.0977270346705771,1866,0.73442,1,0.804640444141832,NA,1,"NS","Macrophages",0.331692243230503,0.05,"Macrophage","Macrophage"
"KLHL4",0.570702838588038,10897,"KLHL4",1,1,-0.141360708112921,NA,1,"KLHL4",0.383418875039279,7321,0.979875,1,0.233226837060703,NA,1,"NS","Macrophages",0.045933064473891,0.05,"Macrophage","Macrophage"
"OLFM4",0.570755211061066,10898,"OLFM4",1,1,-0.141465458545017,NA,1,"OLFM4",0.990258720016759,18908,1,1,-0.980516419630231,NA,1,"NS","Macrophages",-0.560990939087624,0.05,"Macrophage","Macrophage"
"NLRP4",0.570807583534094,10899,"NLRP4",1,1,-0.141570208977112,NA,1,"NLRP4",0.461139625013093,8805,0.986338,1,0.0777771958309328,NA,1,"NS","Macrophages",-0.0318965065730896,0.05,"Macrophage","Macrophage"
"CASP5",0.570859956007123,10900,"CASP5",1,1,-0.141674959409207,NA,1,"CASP5",0.860584476798994,16432,1,1,-0.721154349761693,NA,1,"NS","Macrophages",-0.43141465458545,0.05,"Macrophage","Macrophage"
"S100Z",0.570912328480151,10901,"S100Z",1,1,-0.141779709841303,NA,1,"S100Z",0.946161097727035,18066,1,1,-0.892316555805793,NA,1,"NS","Macrophages",-0.517048132823548,0.05,"Macrophage","Macrophage"
"IL16",0.570964700953179,10902,"IL16",1,1,-0.141884460273399,NA,1,"IL16",0.255368178485388,4876,0.909752,1,0.48934164353428,NA,1,"NS","Macrophages",0.17372859163044,0.05,"Macrophage","Macrophage"
"TAS2R1",0.571017073426207,10903,"TAS2R1",1,1,-0.141989210705494,NA,1,"TAS2R1",0.385356656541322,7358,0.979875,1,0.229351071073168,NA,1,"NS","Macrophages",0.0436809301838371,0.05,"Macrophage","Macrophage"
"ARHGEF18",0.571069445899235,10904,"ARHGEF18",1,1,-0.14209396113759,NA,1,"ARHGEF18",0.323557138368074,6178,0.943639,1,0.352956580945896,NA,1,"NS","Macrophages",0.105431309904153,0.05,"Macrophage","Macrophage"
"CEBPD",0.571121818372264,10905,"CEBPD",1,1,-0.142198711569685,NA,1,"CEBPD",0.545930658845711,10424,0.989808,1,-0.0918137537317341,NA,1,"NS","Macrophages",-0.11700623265071,0.05,"Macrophage","Macrophage"
"ARK2C",0.571174190845292,10906,"ARK2C",1,1,-0.142303462001781,NA,1,"ARK2C",0.0446213470200063,852,NA,NA,0.910857382286702,NA,1,"NS","Macrophages",0.384276960142461,0.05,"Macrophage","Macrophage"
"SPDEF",0.57122656331832,10907,"SPDEF",1,1,-0.142408212433876,NA,1,"SPDEF",0.0219440661988059,419,0.232616,1,0.956214319384067,NA,1,"NS","Macrophages",0.406903053475096,0.05,"Macrophage","Macrophage"
"TLE3",0.571278935791348,10908,"TLE3",1,1,-0.142512962865972,NA,1,"TLE3",0.0762019482559966,1455,0.658367,1,0.847692871733096,NA,1,"NS","Macrophages",0.352589954433562,0.05,"Macrophage","Macrophage"
"SMIM30",0.571331308264376,10909,"SMIM30",1,1,-0.142617713298067,NA,1,"SMIM30",0.150675604902063,2877,NA,NA,0.698737757293249,NA,1,"NS","Macrophages",0.278060021997591,0.05,"Macrophage","Macrophage"
"ECI1",0.571383680737404,10910,"ECI1",1,1,-0.142722463730163,NA,1,"ECI1",0.366659683670263,7001,0.974294,1,0.266746975331273,NA,1,"NS","Macrophages",0.0620122558005551,0.05,"Macrophage","Macrophage"
"CSTB",0.571436053210433,10911,"CSTB",1,1,-0.142827214162258,NA,1,"CSTB",0.759767466219755,14507,1,1,-0.519509767977793,NA,1,"NS","Macrophages",-0.331168491070026,0.05,"Macrophage","Macrophage"
"ST8SIA3",0.571488425683461,10912,"ST8SIA3",1,1,-0.142931964594354,NA,1,"ST8SIA3",0.751544987954331,14350,1,1,-0.503063950138794,NA,1,"NS","Macrophages",-0.322997957366574,0.05,"Macrophage","Macrophage"
"CD22",0.571540798156489,10913,"CD22",1,1,-0.14303671502645,NA,1,"CD22",0.139834502985231,2670,0.815763,1,0.720421096737024,NA,1,"NS","Macrophages",0.288692190855287,0.05,"Macrophage","Macrophage"
"SHLD2",0.571593170629517,10914,"SHLD2",1,1,-0.143141465458545,NA,1,"SHLD2",0.958206766523515,18296,NA,NA,-0.916409155187765,NA,1,"NS","Macrophages",-0.529775310323155,0.05,"Macrophage","Macrophage"
"PRL",0.571645543102545,10915,"PRL",1,1,-0.14324621589064,NA,1,"PRL",0.834607730177019,15936,1,1,-0.669198135442309,NA,1,"NS","Macrophages",-0.406222175666475,0.05,"Macrophage","Macrophage"
"CASP8",0.571697915575573,10916,"CASP8",1,1,-0.143350966322736,NA,1,"CASP8",0.672410181208757,12839,1,1,-0.344786047242445,NA,1,"NS","Macrophages",-0.24406850678259,0.05,"Macrophage","Macrophage"
"GSR",0.571750288048602,10917,"GSR",1,1,-0.143455716754832,NA,1,"GSR",0.521472713941552,9957,0.986489,1,-0.0428953019431204,NA,1,"NS","Macrophages",-0.093175509348976,0.05,"Macrophage","Macrophage"
"ST3GAL2",0.57180266052163,10918,"ST3GAL2",1,1,-0.143560467186927,NA,1,"ST3GAL2",0.827851681156384,15807,1,1,-0.655685329701985,NA,1,"NS","Macrophages",-0.399622898444456,0.05,"Macrophage","Macrophage"
"LONRF2",0.571855032994658,10919,"LONRF2",1,1,-0.143665217619023,NA,1,"LONRF2",0.325128312558919,6208,0.949959,1,0.34981406798303,NA,1,"NS","Macrophages",0.103074425182004,0.05,"Macrophage","Macrophage"
"EIF4G3",0.571907405467686,10920,"EIF4G3",1,1,-0.143769968051118,NA,1,"EIF4G3",0.0425788205719074,813,0.450107,1,0.914942649138428,NA,1,"NS","Macrophages",0.385586340543655,0.05,"Macrophage","Macrophage"
"PKD2",0.571959777940714,10921,"PKD2",1,1,-0.143874718483214,NA,1,"PKD2",0.0316329737090185,604,0.335527,1,0.936835489446394,NA,1,"NS","Macrophages",0.39648038548159,0.05,"Macrophage","Macrophage"
"IDUA",0.572012150413743,10922,"IDUA",1,1,-0.143979468915309,NA,1,"IDUA",0.815439405048706,15570,1,1,-0.630859477295344,NA,1,"NS","Macrophages",-0.387419473105327,0.05,"Macrophage","Macrophage"
"RNF19A",0.572064522886771,10923,"RNF19A",1,1,-0.144084219347405,NA,1,"RNF19A",0.47213784434901,9015,0.986338,1,0.055779605090871,NA,1,"NS","Macrophages",-0.0441523071282669,0.05,"Macrophage","Macrophage"
"EVI2B",0.572116895359799,10924,"EVI2B",1,1,-0.1441889697795,NA,1,"EVI2B",0.0680842149366293,1300,0.604494,1,0.863929188707903,NA,1,"NS","Macrophages",0.359870109464202,0.05,"Macrophage","Macrophage"
"IGKV1-5",0.572169267832827,10925,"IGKV1-5",1,1,-0.144293720211596,NA,1,"IGKV1-5",0.897978422541112,17146,1,1,-0.795946158277903,NA,1,"NS","Macrophages",-0.470119939244749,0.05,"Macrophage","Macrophage"
"SCN8A",0.572221640305855,10926,"SCN8A",1,1,-0.144398470643691,NA,1,"SCN8A",0.231800565622709,4426,0.899301,1,0.536479337977269,NA,1,"NS","Macrophages",0.196040433666789,0.05,"Macrophage","Macrophage"
"SHISAL1",0.572274012778883,10927,"SHISAL1",1,1,-0.144503221075787,NA,1,"SHISAL1",0.566879648056981,10824,NA,NA,-0.133713926569947,NA,1,"NS","Macrophages",-0.139108573822867,0.05,"Macrophage","Macrophage"
"C9orf40",0.572326385251912,10928,"C9orf40",1,1,-0.144607971507883,NA,1,"C9orf40",0.59447994134283,11351,0.991893,1,-0.188917404284293,NA,1,"NS","Macrophages",-0.166762687896088,0.05,"Macrophage","Macrophage"
"ZSWIM9",0.57237875772494,10929,"ZSWIM9",1,1,-0.144712721939978,NA,1,"ZSWIM9",0.18063265947418,3449,NA,NA,0.638820510134604,NA,1,"NS","Macrophages",0.247053894097313,0.05,"Macrophage","Macrophage"
"H4C4",0.572431130197968,10930,"H4C4",1,1,-0.144817472372073,NA,1,"H4C4",0.302660521629831,5779,NA,NA,0.394752003352014,NA,1,"NS","Macrophages",0.12496726548997,0.05,"Macrophage","Macrophage"
